Sample,Class,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7d-3p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-7-5p,hsa-miR-10a-5p,hsa-miR-10b-5p,hsa-miR-15b-3p,hsa-miR-15b-5p,hsa-miR-16-2-3p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-20a-5p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-22-3p,hsa-miR-22-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-2-5p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-5p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-28-3p,hsa-miR-28-5p,hsa-miR-29a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30c-5p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-32-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-miR-99b-5p,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-106b-3p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-122-5p,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-128-3p,hsa-miR-130a-3p,hsa-miR-130b-5p,hsa-miR-134-5p,hsa-miR-139-3p,hsa-miR-139-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-144-3p,hsa-miR-144-5p,hsa-miR-145-3p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148a-5p,hsa-miR-148b-3p,hsa-miR-150-5p,hsa-miR-151a-3p,hsa-miR-152-3p,hsa-miR-155-5p,hsa-miR-181a-2-3p,hsa-miR-181a-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-185-3p,hsa-miR-185-5p,hsa-miR-186-5p,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-193a-5p,hsa-miR-194-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-200a-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-215-5p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-223-5p,hsa-miR-224-5p,hsa-miR-320a,hsa-miR-320b,hsa-miR-320c,hsa-miR-320d,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-328-3p,hsa-miR-330-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-338-5p,hsa-miR-339-3p,hsa-miR-340-3p,hsa-miR-340-5p,hsa-miR-342-5p,hsa-miR-345-5p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-363-3p,hsa-miR-370-3p,hsa-miR-374a-5p,hsa-miR-375,hsa-miR-378a-3p,hsa-miR-378c,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-421,hsa-miR-423-3p,hsa-miR-423-5p,hsa-miR-424-3p,hsa-miR-425-3p,hsa-miR-425-5p,hsa-miR-432-5p,hsa-miR-450a-5p,hsa-miR-450b-5p,hsa-miR-451a,hsa-miR-483-5p,hsa-miR-484,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-493-5p,hsa-miR-500a-3p,hsa-miR-501-3p,hsa-miR-502-3p,hsa-miR-503-5p,hsa-miR-532-5p,hsa-miR-543,hsa-miR-550a-5p,hsa-miR-574-5p,hsa-miR-576-3p,hsa-miR-584-5p,hsa-miR-589-5p,hsa-miR-625-3p,hsa-miR-629-5p,hsa-miR-652-3p,hsa-miR-654-3p,hsa-miR-660-5p,hsa-miR-664a-5p,hsa-miR-744-5p,hsa-miR-769-5p,hsa-miR-941,hsa-miR-942-5p,hsa-miR-1180-3p,hsa-miR-1246,hsa-miR-1285-3p,hsa-miR-1301-3p,hsa-miR-1307-3p,hsa-miR-1307-5p,hsa-miR-1908-5p,hsa-miR-2110,hsa-miR-3158-3p,hsa-miR-3613-5p,hsa-miR-3615,hsa-miR-4433b-3p,hsa-miR-4443,hsa-miR-4732-5p,hsa-miR-6842-3p,hsa-miR-7706
43,Cancer,1.592119361,3.709961675,1.029112015,3.871400388,2.492834234,2.50544934,2.547482477,2.073342474,3.644684367,3.250535133,3.791132735,1.506291591,2.394347628,3.248679635,3.526524918,1.359013456,1.325024041,2.819902793,2.297700827,1.809603268,1.589657289,1.723389151,2.07337747,1.174934101,3.82716724,3.195887225,1.451442778,2.262687829,1.185357995,1.521107221,3.214994644,3.700811889,3.76205655,2.46318253,3.142585924,2.988804873,2.473533673,1.204408628,2.550121349,1.584541021,2.53588851,2.483494693,3.816589317,2.402815716,2.805356678,0.839851554,3.714572053,1.021575547,2.111608216,1.966509283,3.587176743,2.576162561,2.780095032,3.01123949,2.259549067,2.587143788,1.171581863,1.414443453,4.86682753,1.938887291,1.642140038,3.467551106,1.822019216,2.968517136,0.96160069,0.998989001,1.870581518,1.309754271,1.798296335,2.921136812,1.76970873,1.772984898,3.050417847,3.384958055,1.788004572,1.637968228,1.901519353,3.136037256,2.960629604,4.554400804,1.77900887,2.830607363,1.41271853,3.525687537,1.702436295,1.631260649,1.737907423,2.878309143,2.00270051,1.306444633,2.381279742,2.229671061,0.985833804,2.450575409,2.516060061,3.021649622,2.899350911,2.137015726,2.091140437,1.392161558,2.035960555,2.292767906,1.915835515,1.324843922,1.216508954,1.261761155,1.142141247,2.429527494,2.19050925,2.503675761,3.293916531,1.62274344,3.478007717,2.403760674,1.846047978,1.37700731,0.95468226,1.170859591,1.404165401,1.658865847,1.645734213,1.145014897,1.904687556,1.326069575,1.340743592,2.274674774,1.711020793,1.440086706,2.513475786,1.327979658,2.418095209,1.692692992,1.059006224,2.097670671,2.889092205,1.296320774,1.400384615,1.441648982,1.568652038,2.241638033,1.152092571,3.072315709,4.15153565,1.83047376,1.564762264,2.16944551,1.745935704,1.839544721,1.502775124,4.543160034,1.720962852,2.181311492,1.917849807,4.170589283,1.261605219,1.135230734,1.774520165,1.073284787,1.042559197,2.827123564,1.680355052,1.078126735,1.760944891,1.201186453,2.514125029,1.301074045,1.993116884,2.596935062,1.630186929,1.510136485,1.342546545,1.308216325,2.480590916,1.628114957,2.17300258,1.226408614,1.376175727,2.283814934,0.735093327,1.577281639,2.546427043,1.520435645,1.044774509,1.776862812,1.455413195,0.898348972,2.603243137,1.841962246,1.460905192,1.231125105,1.489760279,0.894665407
44,Control,1.386179536,3.245334897,1.126360281,4.061544979,2.119872955,2.615387095,2.20693108,1.555403555,2.954024802,2.862840935,3.378923521,1.387403463,1.961531598,2.92643335,3.179835512,1.360228727,1.6811256,3.289804659,2.615766097,1.685234946,1.148775423,1.570683794,2.125289082,1.254281763,3.119446239,3.326133791,1.020167301,1.905638316,0.962941876,0.86684737,2.706767563,3.969652869,3.162020756,2.097898502,2.499105056,2.176997323,2.194950971,0.73361628,1.995074677,1.340187441,2.091597617,1.990829621,3.839161955,1.932304274,2.653381065,0.29471322,4.164372463,1.675614378,2.131328854,1.355482905,2.712586965,2.231459573,1.963370278,2.876343446,1.914731806,2.426612177,1.285690125,1.588435241,3.233813032,2.105137704,1.431902845,2.945605144,1.690808869,3.036771949,0.433129406,1.227012597,1.584197064,1.286969351,1.611735213,3.000942871,1.338617627,0.93925841,2.849139886,2.763829892,1.475647463,1.265940832,1.268468166,2.934084653,2.640657972,3.742120671,1.216102949,2.330850011,1.590076469,3.399618326,1.35030027,1.355687139,1.575322,2.563500622,1.525114044,0.339402649,2.393267605,2.581499365,1.043973554,2.62655816,2.544300103,2.957304709,2.428722707,1.459340195,1.88454177,1.392991307,1.561677499,1.877398977,1.416455872,1.165327549,0.337040521,0.744114373,1.061017114,2.094581046,1.985891348,2.032976509,2.610895295,1.305888255,3.599982058,2.315788512,1.4754435,0.901932623,0.693880253,0.513112239,1.807947373,1.424619047,1.270572864,0.470412563,1.283056706,1.374630776,0.692377155,1.621861159,1.510252196,1.168781207,2.2729236,0.883573397,2.555529595,1.139912433,0.606292873,2.224943473,2.270039778,0.63690349,0.402024696,1.032821213,1.340534524,2.135261385,0.720787265,2.939629385,4.09906194,1.46120832,1.371701756,2.358935708,1.419031181,0.964139329,0.466248904,4.807533822,0.462191859,2.367480572,2.531120058,4.807108103,0.646415058,0.710711518,2.153666392,0.975344073,1.214365919,2.786157856,1.421011495,0.785787373,1.496842008,0.591336677,2.419330297,1.060637286,1.695634804,2.35869438,1.439095256,1.26924914,1.14040922,1.156653448,2.414088455,1.166158174,1.50804701,1.396844262,2.04647646,1.343904492,1.028163659,1.232721708,2.33062672,1.186337923,0.850985042,1.782588462,1.950608899,0.651239329,2.58383582,2.288083799,0.847367895,1.708985958,1.008619089,1.624049348
45,Cancer,1.287380987,3.697404762,0.90162359,3.58425078,2.385945766,2.318939712,2.612831964,1.851530717,3.697164117,3.191153319,3.776923684,2.010682712,2.260327904,3.187321723,3.366898184,1.064031535,0.960704333,2.533502909,2.175172837,1.698690567,1.349728748,1.419551318,2.046656612,0.470342962,3.863300384,2.935889704,1.070668681,2.015243598,1.13941217,1.216400381,2.949779258,3.448014935,3.772360604,2.385500421,2.904000228,2.771014557,2.319999957,1.204408628,2.264737576,1.549218866,2.326174026,2.313001993,3.636395692,2.329620291,2.519025032,0.949267401,3.536450874,0.966450158,1.854892681,2.073976383,3.242893523,2.345705971,2.635524106,2.823835775,2.385331454,2.316841792,0.949426981,1.162720987,4.727653772,2.023572898,1.707009753,3.379577223,1.936352839,2.920557092,0.606122858,1.315700963,1.946662125,1.477126321,1.783600554,2.60060647,1.590540934,1.787986225,2.593016841,3.192131112,1.678154754,1.128068729,1.589459566,3.128546787,2.860006781,4.210515814,1.216797248,2.647894966,1.284830341,3.544259,1.84155258,1.467777258,1.405875951,2.591963927,1.809504651,1.213096679,1.953674608,1.951984525,1.091617339,2.694805305,2.278819227,2.97861145,2.804842047,1.672956543,1.981981211,1.218691429,1.954305899,2.248815256,1.744651666,1.377265058,1.265068549,0.801646318,1.798369305,2.283315338,1.919424409,2.093800764,2.907228203,1.727620337,3.312671941,2.102103389,1.524713143,1.202431011,0.775375212,1.170859591,1.817377201,1.562557509,1.655294982,1.116277926,1.475313093,1.098439508,1.142886449,2.15761607,1.50978651,1.083007988,2.202966209,0.941152871,2.0213723,1.681624963,0.915733273,2.285471103,2.505405292,0.930557129,1.573717072,1.695107628,1.644406174,2.468568241,0.893630786,2.938045157,3.662652608,1.36492132,1.140116649,2.023390695,1.903149394,1.306793335,1.02265487,4.098121399,0.938130854,1.981426767,2.058273014,3.999910974,1.360540168,0.589478744,1.551848786,0.671525303,0.74983752,2.580942963,1.639711503,0.784666722,1.551515951,0.828169949,2.573080939,1.060479406,1.584571637,2.256288863,1.330285385,1.43794052,0.942286662,1.477599574,2.431527771,1.267130827,1.723066834,0.863979206,1.040788976,1.932153824,0.348862335,1.565302018,2.466901932,1.185116974,0.784600765,1.490158399,1.225051385,0.650862694,2.096542122,1.786000215,0.78589226,0.77267107,1.270383038,0.839382006
46,Control,1.665958229,3.715776665,1.702147084,4.257322704,2.629299516,2.912356258,2.364804868,2.108251949,3.598410132,3.320686231,3.728057626,1.443994837,2.275569202,3.829861478,4.139381845,1.282638333,1.293806917,3.097929149,2.473407329,1.798949382,1.558439468,1.899646318,2.329338082,1.406765936,3.777621104,3.373843214,1.451117983,2.270677182,1.22726679,1.519513957,3.152457626,3.837882983,3.707631168,2.528177054,3.171348061,2.920410569,2.429846076,1.166667111,2.705799143,2.148510898,2.839218201,2.429456781,3.924257698,2.372611522,2.850236269,1.141912521,4.071655404,1.761333554,2.183401076,2.000590889,3.574473708,2.767172912,2.892838087,3.173593881,2.133905919,2.556657045,1.450727797,1.500731049,4.35597407,2.892143013,2.305155986,3.784191327,2.228245369,3.195887908,0.603239428,1.510154043,1.727093539,1.784743802,2.298616211,2.877700141,1.888013735,1.793432291,2.960752053,3.410247952,2.098363159,1.545679066,2.030265934,3.167249663,2.957565591,4.199432238,1.338882894,2.629025045,2.215515643,3.484057407,1.835265826,1.843671851,1.790877562,2.886505546,2.016141156,1.378917119,2.40664841,2.555083759,0.92288211,2.557104336,2.592759176,2.99681389,2.876038538,1.9002426,2.034103652,1.701262554,1.971669062,2.06977008,1.928069349,1.685422306,0.853529702,1.481165898,1.820746105,2.217289457,2.270701308,2.118304425,3.168562031,1.207422145,3.496191413,2.432095654,1.92348684,1.465245957,1.081034937,1.281260428,1.994515969,1.618990395,1.548571034,0.590238151,1.710490018,1.177499593,1.173296278,2.068364082,1.93324627,1.2391832,2.459851835,1.534377735,2.560453934,1.656580726,1.136572045,2.761393509,2.759453959,1.295764001,1.415247314,1.377178171,1.553546667,2.479894756,0.425223044,3.249263317,4.168967425,1.865738345,1.393411541,2.334786656,1.728632105,1.442680735,0.883555497,4.68154047,1.642869158,2.266693554,2.456281978,4.561485564,0.826185747,0.945773035,1.950870472,1.188221233,1.083384977,3.101420577,1.694928767,1.303901223,1.905809289,0.882731253,2.369370356,1.301231925,1.679034806,2.289845414,1.139193711,1.240189991,1.403730847,1.367626181,2.520277292,1.602349956,2.19922745,1.153510418,1.680475634,1.862307773,0.735991192,1.422504589,2.541571004,1.669694244,1.044992162,1.837469501,1.979503415,1.056462676,2.566513856,2.169433047,1.182146874,1.419733667,1.417916807,1.498901888
47,Control,2.052867485,3.980383264,1.334645844,4.30229405,2.742420534,2.672421199,2.991302538,1.385209442,3.83695879,3.649989967,4.195792697,1.953828821,2.853502756,3.101925246,3.329761073,2.291340483,2.321832485,3.601175288,3.289419662,2.334580184,1.944640871,2.262534644,2.978044789,1.879054879,3.874877031,3.75036397,1.783472233,1.986773563,1.417101164,1.15860202,3.064688832,4.293771845,3.312514471,2.86689183,3.112312397,2.94124807,2.025610776,0.829140611,2.786219616,1.408975922,2.445052286,2.044161199,3.956344184,2.005188167,3.32817888,1.932243149,4.301673983,1.752642134,2.772196447,2.05000835,3.226100465,1.907782057,2.643727775,4.017860023,2.74180675,2.811369843,2.270013195,2.4964483,4.394882209,1.550838783,1.669468372,3.136502294,1.908680671,2.958642332,1.540327267,0.782445543,2.104380128,0.546254417,1.259726961,3.60995697,1.80981551,1.658200002,3.491796329,3.217494502,3.026271445,2.102108467,1.70083549,3.154224787,2.772448703,4.302736238,1.186657454,2.925424772,1.674203423,3.357340695,1.686355439,1.390799887,1.669193286,3.124404631,2.167042025,0.968605447,2.719099277,2.711184339,1.308568179,3.661700566,3.029605363,3.129114869,3.009146961,1.810654208,2.51979829,1.096442163,1.941899829,1.772042929,1.83053922,1.238805649,1.039874152,1.01382547,2.370078672,2.363717267,2.265202089,2.067802411,2.745298016,0.842635337,4.115443317,2.915391674,2.1572652,1.465245957,1.179714727,0.825439763,1.491143829,1.040721347,0.991368043,1.666527069,1.62000334,1.830593455,0.692377155,2.441198577,1.942260386,1.59160516,2.3630689,1.452843549,3.000414725,1.486481185,1.448420307,2.255134443,2.97759718,1.620991463,1.335019085,1.677238098,1.651097013,2.172994299,1.502216563,3.023380564,4.147136872,1.723619573,1.642191074,2.486072316,1.874784932,1.228143384,1.313954293,5.374543658,1.458009062,2.684828991,2.708259391,5.082031968,1.13350577,1.542813152,2.484075347,1.836314071,1.813656679,3.131872093,1.469798567,1.499763673,1.972158601,1.866199436,2.639512769,1.502302072,1.756494092,3.094508084,2.044866253,1.504847122,1.947995237,1.546972141,1.968658833,1.081676377,2.109942538,1.647774342,2.38803222,1.794377118,1.59088766,1.175937696,2.100588996,1.385197765,1.004081848,2.131894186,2.13350816,2.052081168,2.628659846,0.582937788,0.638621249,2.069951851,1.008619089,1.533909536
48,Cancer,1.448155869,3.32374066,0.990552284,3.922947568,3.014380868,2.386644422,2.329170548,1.772869189,3.356864065,3.064845001,3.627817842,1.789737715,2.754910887,3.354344579,3.453316391,1.186460094,1.325024041,2.931768463,1.997639173,1.331761885,1.052550227,1.066039184,1.814205122,0.773793848,3.661336057,3.410069388,1.341605362,1.971519601,1.226921048,0.97422214,2.727400866,3.474449842,3.415028948,2.235457691,2.655436536,2.495038099,2.046094614,0.73410956,2.36381581,1.696040766,2.299211571,2.277482657,3.534121182,2.038196534,2.411851651,1.109365326,3.87837999,1.188962569,1.864200454,1.725909987,3.261102568,2.182968011,2.588969825,3.083924443,2.147173497,2.230230525,1.427206622,1.868766975,4.29217895,1.768333914,1.65081705,3.195209766,1.553496392,2.524935882,0.96160069,0.846734607,1.720512194,1.074753418,1.540623779,2.78870875,1.392120412,1.461121734,2.669237471,3.963765604,1.759379797,1.303477526,2.015242868,2.95971408,2.688464903,3.919792687,1.084426103,2.468028432,1.945153834,3.049192389,1.518253034,1.508299139,1.619163794,2.867753532,1.965805147,1.092750236,2.332840653,2.411006836,0.844205552,2.151042953,2.128808397,2.724341252,3.308845625,1.578807422,2.452310602,0.988092567,1.44272976,1.677528922,1.474301154,1.794578128,2.086507761,1.608717239,2.241400962,2.108697721,1.970548996,1.907823508,2.389572702,1.283349614,3.880417998,2.723541951,2.024647561,1.347301867,0.468847788,0.619434495,1.354544797,1.141398984,0.592880183,0.932245361,1.328682636,1.272376816,0.897913826,1.915488669,1.740560418,0.977095961,2.270358409,1.278239563,2.392356879,1.102964038,0.704277727,2.202675746,2.779870152,1.358311964,1.165368564,1.188684919,1.121264229,1.815418791,0.425172579,2.716729691,4.390025542,1.179534853,1.17694404,2.119284415,1.126733856,0.91013686,1.125260412,4.599042525,1.549522002,2.375424767,2.144082912,4.75201075,0.51941584,0.71031698,2.334086241,1.18832178,0.74983752,2.578363128,1.041139235,0.690193699,1.683698356,1.37980459,2.403311687,1.225423645,1.61479536,2.858123826,1.784508218,0.902317777,1.373590075,1.108846898,2.047711122,0.739721149,1.73148105,1.107313049,1.998474717,2.241070823,1.027265794,0.937675118,1.947717031,1.422259202,0.784600765,1.866063414,1.404066806,0.830176882,2.477257288,1.617611729,1.368684584,1.697236287,1.046602994,0.943428822
49,Control,0.902300525,3.924181763,1.095785584,3.741038119,2.381566668,2.882747183,2.849916555,1.934333734,3.558205454,3.112065947,3.526894724,1.903792394,2.053424425,3.016259245,3.09898876,0.892693444,0.787010827,2.600826111,1.888874587,1.615485041,0.632586556,0.609992393,1.709319774,0.469872599,3.267976999,2.899937256,1.192898921,1.782918984,0.883434727,0.801963346,2.912588894,3.277078095,3.692934695,2.263337606,2.429367561,2.201157011,2.405241678,0.73361628,1.659320261,1.239943442,1.818154401,2.238675651,3.65172245,2.125229775,2.227388733,0.29471322,3.75856155,1.281153273,1.997393982,1.954840471,2.667069957,2.460500499,1.913522461,1.967689779,2.583140026,2.189188119,0.471655018,1.203887434,3.175491375,2.297626862,1.431902845,2.982632352,1.569350587,3.046565219,0.433129406,1.581464683,2.80901933,1.446292704,1.663657819,2.476245771,1.119523088,1.146810057,2.319047057,2.233320065,0.610825781,1.224708569,1.268468166,3.335483544,2.752930537,3.376007595,0.947818811,2.201707747,1.770324747,3.376743757,1.539833625,1.806048077,1.264659169,2.425410373,1.674442958,1.012681059,2.391322302,2.298886761,1.093550915,2.714852616,2.120831813,3.085897472,1.919870989,1.743734096,1.013456832,1.285471461,1.53084419,1.945519595,1.436463089,-0.020149597,1.139300458,0.899515177,0.54643497,2.342958549,1.942400134,1.596448293,2.623646375,1.673424405,3.835680906,2.442811255,1.787150143,1.41598565,1.762259162,1.916041596,2.382851109,1.762317999,1.594402592,0.823329808,1.728279741,1.32691696,1.173296278,1.431721125,1.522313691,1.128614415,2.200323827,0.995961189,1.967038887,2.071985486,0.294444611,1.494123802,2.446822768,0.979804842,1.648743373,1.742134028,2.324994321,3.019150827,0.893681252,3.340841529,3.82980063,1.46120832,0.949076422,1.952055137,2.42231172,0.552209113,0.588646992,3.86662205,-0.012933694,2.563123918,2.247640874,4.330418804,1.458925003,0.945773035,1.850040104,1.026987563,0.827408911,2.411461149,2.136611627,1.079247387,1.449802026,0.470397002,2.785991167,0.793809541,1.852207053,2.583319814,1.330359929,1.782291414,0.269339562,1.712440741,2.516155688,1.126032857,1.77829991,1.109892927,1.549272978,2.806717386,0.735991192,1.828834311,2.451369562,1.153732646,1.256379528,1.875887542,1.099212481,0.749923047,2.572979825,2.132379894,0.847367895,1.337645902,1.199321145,0.844578811
50,Cancer,1.83280212,3.788822512,1.255488145,4.338262468,2.654800146,2.717397815,2.693558983,1.828420554,3.728273675,3.536872003,4.099082504,1.204338627,2.707898766,3.39749348,3.584738187,1.776423935,1.765538682,3.564758518,2.951255481,2.065619249,1.742577384,1.974972971,2.607473497,1.684146509,3.982823043,3.629037883,1.649240957,2.042136726,1.332087481,1.189235279,2.98824035,4.226374742,3.781439989,2.714158933,2.938668076,2.951760121,2.432277257,1.270398169,2.475423706,1.675922906,2.453494255,2.369918916,4.002806369,2.407100625,3.08064701,1.501544652,4.343390498,1.853382301,2.443612794,2.116103875,3.294816666,2.375058413,2.566931841,3.617331762,2.47649827,2.816663203,1.920802325,1.930050598,4.625747342,2.023572898,1.659318757,3.494058651,2.165614737,3.189938733,1.017622842,1.354534229,1.89742092,1.565493226,1.949710633,3.226162048,1.759117999,1.795293991,3.199062136,3.151858679,2.575125019,1.603340846,1.539382055,3.132129969,2.987658902,4.325201012,1.526620188,2.891530552,1.872412872,3.588483305,1.745093723,1.764710623,1.668775833,2.719336093,1.868393829,1.016479404,2.432059975,2.678662813,1.448262856,3.139612829,2.919505486,3.100448879,3.086967577,1.791214414,2.253128294,1.367707475,1.942150652,2.251694155,1.838704996,1.621213209,1.189901009,1.480519139,1.71756902,2.490284409,2.332358457,2.194655675,2.837259582,1.600675441,3.747230649,2.628455298,1.979565292,1.362410721,1.001275378,1.170859591,1.726284955,1.704670951,1.407109408,1.116277926,1.328682636,1.555181447,1.110445576,2.322181063,1.761450158,1.375122624,2.48814015,1.222266615,2.823489797,1.552676541,1.349925042,2.537752501,2.772280046,1.395104673,1.495530781,1.601984041,1.447549277,2.4803117,1.362088995,3.106532957,4.374456133,1.723361901,1.605102107,2.465493809,1.661699626,1.306793335,1.232185411,5.038460941,1.304568468,2.575788889,2.66752587,4.930413065,1.232990834,1.135230734,2.390324251,1.39859678,1.520359485,3.17800137,1.768239499,1.392243202,2.048653441,1.37980459,2.668440471,1.345131901,1.839807224,2.749084975,1.738922256,1.475483967,1.6164737,1.353621854,2.460677334,1.372933492,2.326861124,1.477338694,2.103500372,1.792700789,1.225379735,1.588933009,2.578871451,1.440219651,1.116479705,1.999763213,2.059489845,1.461309388,2.600687614,1.587136955,1.025281287,1.997717134,1.2917568,1.645009273
51,Cancer,1.428627406,3.811930064,1.678930065,4.079288562,2.710378845,3.105563587,2.541808132,2.351112594,3.684176743,3.232166068,3.630197625,0.973373476,2.365019169,3.988265999,3.962707568,0.98644114,0.662666076,2.497864782,2.137074741,1.78948979,1.349728748,1.448336729,2.018254122,0.773793848,4.057193278,3.284223353,1.315778752,1.83810588,1.088049109,1.404248418,3.114129765,3.393361631,3.934575366,2.504009344,3.017224221,2.767835292,2.442577614,1.167160392,2.740386437,2.155576591,2.860801649,2.661585666,3.88163542,2.363829561,2.701993588,0.772738307,3.908404746,2.802573647,2.043457753,2.256239027,3.48541981,2.959192374,2.777237376,2.742796147,2.197971159,2.314211547,1.125761231,1.117599839,4.042030804,3.099775704,2.13271182,3.635801311,2.17734052,3.275409692,0.96160069,1.881273958,2.166239292,1.757919915,2.217846086,2.465590035,1.748259121,1.795293991,2.787560743,3.04263047,1.814839095,1.427932049,1.799500144,3.095266761,3.159493333,3.883224912,0.825733164,2.493090304,2.376964742,3.431868175,1.813685235,2.023356351,1.830909982,2.839812062,2.024197516,1.306444633,2.444318883,2.541257951,0.844205552,2.319933977,2.398912272,3.066136758,2.673652291,1.879085637,1.709069149,2.019504516,1.813891753,2.24591748,1.660466305,2.637084957,2.715534513,1.79938621,2.087946002,2.24500921,2.163505156,1.685567622,2.862739971,1.775806491,3.387562769,2.576400413,2.212550914,1.430897319,1.440516734,1.731543782,2.417197856,1.713301397,1.922387722,0.932245361,1.672282644,1.098439508,1.504766192,1.997844441,1.950622947,1.325485044,2.387373549,1.432452202,2.31889431,2.11420548,1.059006224,2.669308159,2.563690228,0.731816378,1.665725198,1.757718861,1.842367997,2.944697409,0.598066565,3.35963272,4.071344413,1.792365003,1.005331743,2.275417347,2.276667701,1.13650546,1.125260412,3.845755907,1.728755459,2.402634178,2.349537444,4.209375776,1.313826574,0.804046397,1.69304507,0.97544462,0.655602189,2.778850662,2.371347551,0.927120085,1.910555367,0.828169949,2.43046956,1.252111279,2.11358535,2.186699189,1.139119167,1.945467725,0.268099625,1.199911384,2.579444488,1.615160175,2.17300258,1.107313049,1.936898776,1.833926955,0.056689868,1.733656018,2.69411418,1.612706362,1.445811258,1.796202937,1.529076975,0.650862694,2.619073542,2.336934763,1.025281287,0.985840057,1.114132586,1.0265086
52,Control,1.517848667,3.857095118,1.275470426,4.072523697,2.577557296,2.93472376,2.847079413,2.302873792,3.771456678,3.457340394,3.860085813,1.84204101,2.673542923,3.432158635,3.63657912,1.455191695,1.409154615,3.227719583,2.715131602,2.070462307,1.732277759,1.849317551,2.57776962,1.455459084,3.908572461,3.287324092,1.287959992,2.022311468,1.185703736,1.287141122,3.081117161,3.991201513,3.859479265,2.692958912,2.901731702,2.679770558,2.432831643,1.32706763,2.235432872,1.616975434,2.375256055,2.386568636,3.984760621,2.323805784,2.936614547,1.171950245,4.212096682,1.922946675,2.425029632,2.236092446,3.172433661,2.766564035,2.607687518,3.206570549,2.557190373,2.652189784,1.514484735,1.619037887,3.738849138,2.685263249,2.022477154,3.533856264,2.145347983,3.269659061,1.184849435,1.933665628,2.002323952,1.674473719,1.988389374,3.032979834,1.855004929,1.722675872,2.994213226,3.100678409,2.177734149,1.670133588,1.550479264,3.216313838,3.051267871,4.016634618,1.120867424,2.744065038,1.888853706,3.592724679,1.846056746,1.812547087,1.738324876,2.815917329,1.976183071,1.08895189,2.423273503,2.571125656,1.385311163,3.218995791,2.630890143,3.25497042,2.736759216,1.7138361,1.917813647,1.77539339,2.055105479,2.388888126,1.946373286,1.2156881,1.167744842,1.201514604,1.540620024,2.393091835,2.166498131,2.124224129,2.787504482,1.917615607,3.718825142,2.411244498,1.72774641,1.200372778,1.284251895,1.373539432,2.262677831,1.833257046,1.825224543,1.140777048,1.370506525,1.525374209,1.253107804,2.08024056,1.65431438,1.270414697,2.351286637,1.374872728,2.237725063,1.701441373,1.018533853,2.503801455,2.597392717,1.064658324,1.541838067,1.496655381,1.706028611,2.660473751,1.189245474,3.356402902,4.044979031,1.808273408,1.52043021,2.409812639,2.072875168,1.134427204,0.97849483,4.564895104,0.761962707,2.551252911,2.762272344,4.850320321,1.287934186,1.051335373,2.114172949,1.188221233,1.18522967,3.038987463,1.965732641,1.530017491,1.806211598,1.053186153,2.637056407,1.134176358,1.949904438,2.559483448,1.46248833,1.58134595,1.374830012,1.43206747,2.709618271,1.574273076,2.106394462,1.292804294,2.071435302,1.664409063,0.877819545,1.917132621,2.752800084,1.423480151,1.231845226,2.095078792,2.002147004,1.264318586,2.543549527,1.911934805,1.182146874,1.73777688,1.417916807,1.498901888
