fnames,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19
NCRNA00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCRNA00081,153.7865,217.6395,188.9679,203.7101,258.0941,175.5503,163.2764,170.7626,251.0614,151.132,353.3421,430.4907,413.2432,421.6004,235.4114,203.9499,143.8325,186.8154,197.1045,114.1091
NCRNA00085,36.2789,31.5518,20.5587,51.928999999999995,50.0916,21.1409,35.1269,9.9323,12.1304,19.6576,40.8393,47.4342,37.716,25.054000000000002,64.7149,39.2715,45.0737,67.3897,37.9721,26.1137
NCRNA00086,60.3892,34.4494,132.3054,355.8453,173.4881,75.1678,417.0525,15.0326,228.9613,103.5892,79.4305,108.3688,145.4759,59.7441,165.7935,178.1446,111.9725,114.8552,86.7596,101.3825
NCRNA00087,68.4178,18.0296,22.5483,70.3554,34.2089,23.4899,24.2695,4.5635,53.0705,26.0629,120.2698,52.1776,91.0571,46.2535,118.0277,64.8833,96.3153,106.7869,59.9303,43.0108
NCRNA00092,2.7926,7.727,3.9791,4.3075,10.9957,4.698,7.0254,2.1475,14.4049,1.5461,72.3117,27.7307,60.8844,27.9448,79.1988,43.2555,53.1395,55.0546,21.9512,12.6728
NCRNA00093,24.7317,4.9646,8.7109,1.5746,81.1057,5.3054,2.3822,10.6839,12.7521,9.2015,9.3481,21.3709,2.7479,3.4786,4.1757,2.675,1.5847,3.0660000000000003,2.7213,0.4224
NCRNA00094,367.3794,355.8942,493.897,484.8996,533.9401,521.547,352.9171,474.5022,951.1979,476.49699999999996,623.0498,578.1752,567.9972,436.3148,672.5146,581.4172,627.16,487.9877,508.9861,360.8679
NCRNA00095,56.8985,41.2105,30.8381,63.1763,69.0287,41.6107,17.8828,66.3046,96.2851,27.3882,15.7362,20.4332,16.7028,22.1631,30.8166,20.4895,33.2122,39.8671,37.9791,33.4101
NCRNA00099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCRNA00105,95.39399999999999,43.2517,7.9649,41.8782,249.8473,17.4799,49.248000000000005,35.1656,106.141,55.0458,16.8677,21.5278,4.3104,11.5826,10.4777,15.9363,17.0806,22.3351,25.8084,13.0568
NCRNA00107,10.4721,7.727,1.3264,16.2727,20.7697,8.0537,8.9414,4.5635,11.3723,5.7427,10.8655,6.2029,2.1552,10.5998,8.9368,14.798,15.6572,8.543,12.5436,12.6728
NCRNA00110,0.3491,0.322,0.0,0.4786,0.6109,0.3356,0.6387,0.0,0.7582,0.0,0.0,0.0,1.0776,0.9636,0.0,0.0,0.4745,0.9492,0.3484,0.0
NCRNA00111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCRNA00112,0.3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCRNA00113,0.0,0.0,0.0,2.6323,0.0,0.0,0.0,0.0,0.0,0.0,0.7493,0.3649,2.694,1.9272,0.3082,0.5692,0.0,0.4746,0.0,0.0
NCRNA00114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.0,0.6626,0.7493,0.3649,0.0,0.0,0.3082,0.0,0.0,0.0,0.0,0.768
NCRNA00115,16.7554,16.0978,12.9321,32.3061,18.3262,14.094000000000001,10.8574,21.2067,6.8234,14.3567,9.7415,15.3249,10.776,7.7089,6.7797,6.8298,9.0147,9.0176,8.0139,8.0645
NCRNA00116,214.6784,159.0466,266.2688,367.5712,226.0232,476.1745,428.5486,454.73699999999997,213.7983,743.2358,445.4852,436.7593,655.7192,419.1721,142.0647,254.4109,164.6376,181.3004,243.9024,197.3886
NCRNA00119,0.6981,0.6439,1.3264,2.8716,0.6109,1.3423,0.0,0.5369,0.0,1.3252,0.0,1.0946,0.5388,0.9636,0.0,0.0,1.4234,0.9492,1.0453,1.1521
NCRNA00120,38.3978,68.2548,93.1775,45.2285,23.8241,54.0268,17.8828,47.2454,26.5353,28.7134,33.7205,49.2586,33.4056,42.398999999999994,47.1495,38.7023,28.4676,69.7674,43.2056,33.7942
NCRNA00152,243.6513,109.4653,500.7046,514.2646,83.6897,423.1544,279.0995,575.8034,63.6846,301.27,103.0348,158.7221,286.6414,231.2673,126.9646,122.3677,189.7839,104.8885,147.3868,160.5223
NCRNA00157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCRNA00158,0.3491,0.322,3.6475,0.0,0.0,0.3356,0.0,0.0,0.0,0.6626,0.7493,0.7298,1.6164,1.9272,0.3082,0.0,0.0,0.0,0.3484,0.0
NCRNA00159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4746,0.0,0.0
NCRNA00160,15.01,0.322,0.0,0.2393,16.4936,0.6711,3.832,12.6167,4.5489,5.0801,0.7493,0.7298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1521
NCRNA00161,0.3491,0.0,0.0,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388,0.0,0.0,0.5692,0.0,0.0,0.0,0.0
NCRNA00162,0.0,0.322,19.2324,28.4772,1.2217,0.0,0.0,0.8053,0.7582,0.2209,5.6201,1.4595,1.6164,2.8908,0.6163,5.1224,9.4892,49.8339,26.1324,4.6083
NCRNA00164,0.0,0.0,0.3316,0.2393,0.6109,0.0,0.6387,0.0,0.0,1.3252,0.0,1.0946,0.0,0.0,0.0,0.5692,0.0,0.0,0.0,0.384
NCRNA00167,0.0,1.2878,0.3316,3.111,0.6109,2.6846,0.6387,1.6106,3.0326,4.6383,1.4987,1.4595,0.0,1.9272,0.6194,1.1383,0.0,0.0,0.3484,1.1521
NCRNA00169,5.2361,3.8635,2.9843,4.3075,0.6109,1.6779,0.0,2.416,3.0326,15.9028,0.7493,1.8244,1.0776,1.9272,1.2327,0.0,1.8978,0.4746,1.7422,0.768
NCRNA00171,47.9483,26.4874,19.8359,18.85,27.0556,17.4329,14.9258,11.2181,37.3465,34.7322,20.5245,22.6991,13.6586,11.9584,14.7673,13.7906,21.0233,19.102999999999998,9.1777,12.0276
NCRNA00173,13.6138,2.2537,0.9948,5.7433,19.548,10.4027,3.832,1.0738,21.9864,32.6891,1.124,0.3649,0.0,0.9636,1.2327,5.1224,0.4745,3.3223,0.6969,0.384
NCRNA00174,203.5082,76.3037,42.7754,213.6986,234.5754,62.4161,41.5137,129.388,304.7763,149.3098,46.833999999999996,61.6644,16.164,32.7629,63.1741,116.10700000000001,67.8478,68.8182,79.4425,43.3948
NCRNA00175,1.0472,0.0,0.3316,0.9572,0.6109,0.0,0.0,0.2684,0.0,0.2209,0.3747,0.0,0.0,0.0,0.9245,0.0,0.0,0.0,0.0,0.384
NCRNA00176,49.9171,23.5028,81.2402,15.0762,17.7153,281.5436,20.4375,22.5489,30.326,50.8007,6.3694,2.5541,7.0044,4.8181,9.245,6.8298,9.4892,6.6445,16.7247,3.4562
NCRNA00181,36.7711,132.1439,69.3426,111.1903,138.7355,41.8087,53.8464,14.2783,19.5679,94.6571,136.7141,228.8845,183.0302,62.8854,97.1556,149.1975,121.3194,74.0342,110.1533,123.6022
NCRNA00182,39.794000000000004,37.347,13.9269,30.8702,56.2004,24.8322,13.4121,17.9855,59.8939,11.9271,42.338,35.3932,23.7072,26.9812,37.9045,21.6278,26.0953,33.2226,27.5261,21.1214
NCRNA00183,193.03599999999997,126.8509,231.7831,130.6601,182.6512,228.8591,232.4764,131.5355,291.8878,179.1276,205.3203,232.7923,248.9254,159.9599,209.245,195.2191,193.1051,142.3825,173.5192,105.6068
NCRNA00185,7.3305,22.8589,0.0,27.7593,6.7196,2.349,0.0,1.0738,56.1031,54.3346,0.0,0.0,0.0,21.1995,0.0,0.0,0.0,9.4922,0.0,15.360999999999999
NCRNA00188,3822.3231,5083.0528,5624.4715,12844.8896,8436.7746,9543.6342,8485.3904,26160.8008,5644.4276,2842.4075,9708.1304,10442.4514,11966.7399,11291.6281,4793.5285,6408.081999999999,5373.2575,3988.6094,5442.1603,3850.2304
NCRNA00189,0.3491,0.6439,0.9948,11.008,2.4435,1.0067,1.2773,2.6844,1.5163,7.5097,20.2323,9.4868,8.6208,6.7453,1.5408,2.8458,7.1169,4.7461,5.9233,9.9846
NCRNA00200,1.0472,0.0,0.0,234.2788,0.0,1.0067,1.2773,0.0,2.2745,0.2209,0.0,1.4595,0.0,0.0,0.0,2.8458,0.0,0.0,2.0906,0.0
NCRNA00201,2835.3539,1146.0275,146.4412,902.3753,977.5626,288.6879,170.653,293.5819,858.5444,665.5239999999999,259.7227,338.5122,101.4236,168.2566,229.5378,474.6784,369.9648,542.5154,547.6899,381.8318
NCRNA00202,12.9156,16.7417,0.9948,33.2633,3.6652,3.0201,0.0,0.0,1.5163,0.4417,1.8734,3.2839,0.0,0.0,3.0817,2.8458,1.8978,2.373,1.3937,1.1521
NCRNA00203,2.0944,0.0,0.3316,0.0,0.0,0.0,0.0,0.0,0.0,0.2209,0.0,0.3649,0.0,0.0,0.3082,1.7075,0.4745,0.0,0.6969,1.1521
NCRNA00204B,10.123,2.5757,0.9948,4.5468,12.8283,1.0067,1.2773,1.6106,2.2745,6.1844,2.9974,6.9327,0.5388,4.8181,4.9307,9.6756,5.2191,3.3223,3.4843,2.6882
NCRNA00207,0.0,0.0,0.0,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCRNA00219,149.4022,123.9533,262.2896,190.9647,131.9487,167.4497,189.0468,559.9654,94.0106,39.9779,441.7385,255.0499,170.7995,233.1946,358.0894,270.9163,246.7191,196.9625,164.4599,124.80799999999999
NCRNA00230B,2.4435,3.2196,0.0,30.6309,58.6439,0.0,0.0,46.1716,3.7908,50.8007,0.0,0.3649,0.0,7.7089,0.0,0.0,0.0,0.4746,0.0,10.7527
NCRNA00235,2.0944,0.322,0.3316,0.4786,1.8326,3.3557,2.5547,2.416,0.0,7.7305,1.124,1.8244,2.1552,0.0,0.6163,1.7075,1.4234,0.0,0.6969,1.9201
NCS1,453.7918,386.67,514.6315,683.2134,217.47099999999998,213.7584,138.5917,483.99699999999996,253.9803,702.8161,227.426,282.4158,600.2228,191.7592,394.1448,208.8788,335.9176,335.5482,320.5575,484.255
NCSTN,3899.1186,4624.1646,2853.151,7324.8656,5297.1411,5576.9161,3554.5009999999997,6237.2739,5332.6308,5646.7057,3894.9120000000003,3665.9102,2868.5693,3105.6314,3206.5978,3590.4895,3636.4879,3424.0579,3582.2125,3741.0753
NDC80,217.8201,54.7326,233.1095,176.6065,32.9872,212.4161,473.8943,174.2174,91.7362,988.8459,7.4934,8.7571,24.246,52.9988,19.4145,83.6653,26.5698,9.9668,14.9826,28.8018
NDE1,467.3183,1139.2406,515.7888,472.5204,227.6848,320.3658,1392.0358,567.0818,248.8173,829.6808,288.6324,265.3395,284.3946,230.0628,363.3282,478.5657,358.6252,330.4794,320.547,414.7926
NDEL1,893.6207,918.8645,800.1326,1092.4235,1028.7111,536.9128,687.8493,768.5432,890.8264,433.3517,1165.2304,1537.5971,1179.9712,1105.2652,1030.5085,892.4303,1095.0533,1999.0508,1387.8049,1403.2258
NDFIP1,4150.4494,2830.9655,2815.8833,2359.7782,3227.245,2388.255,4396.615,3226.9148,2197.119,3816.2341,3944.9232,3601.3486,5490.9071,5033.9192,3246.225,2998.2925,2921.2492,2898.9084,2691.2892,2588.7097
NDFIP2,643.3371,1181.5812,912.2109,1275.7304,1093.4637,892.2819,944.5952,1720.6991,1225.1706,1772.0596,1083.9266,1139.15,1419.1982,1265.2251,855.7781,725.6688,724.5002,720.4556,760.6272,955.4531
NDN,61.0874,151.3197,499.0467,747.3469,209.5296,493.6242,618.2341,58.5199,141.7741,236.7753,856.8752,388.9602,1341.0723,577.2047,1148.8444,698.3495,1000.1613,924.0626,961.324,425.8833
NDNL2,342.4383,368.9624,374.6995,357.5204,450.8247,532.2148,344.244,256.8969,448.0667,435.5605,671.0378,538.9252,733.3063,603.2223,563.6364,529.3113,472.56199999999995,402.9426,396.8641,371.3518
NDOR1,531.2855,462.9738,297.77,608.7898,835.0641,452.349,364.6815,622.7803,939.3480000000001,830.9221,460.4721,447.7056,376.6209,323.7743,495.8398,648.8332,506.2486,466.5401,489.54699999999997,483.871
NDP,0.6981,1.6098,1.6580000000000001,5.504,61.0874,3.6913,45.9844,0.5369,1.5163,1.767,1.124,0.7298,3.2328,2.8908,1.5408,3.9841,10.4381,2.373,6.9686,5.7604
NDRG1,32894.3189,13253.6705,14036.9726,16280.8186,8142.3335,3720.8054,32708.9254,18702.4694,31541.3192,2120.5964,8342.4504,5428.659000000001,6347.5985,6257.7089,9591.0632,9074.5589,9817.5228,10744.6607,9075.9582,8672.8111
NDRG2,586.0895,1873.7881,259.9685,381.4508,791.0812,1213.7584,146.2558,186.5657,312.3578,1394.5886,3631.6973,2067.4003,1946.6831,1811.5942,3901.0786,1869.095,2557.3385,2321.7845,1974.5645,1384.7926
NDRG3,1272.7114,1345.4572,1293.8738,889.9721,1149.0531,1162.0805,915.855,780.3545,1119.0296,1128.2165,963.2821,769.1634,941.8218,828.7080000000001,981.2018,822.9937,925.6711,924.5373,794.0767,723.5023
NDRG4,203.8572,276.8828,304.0703,172.299,107.5137,38.255,387.035,7.2479,25.7771,2454.9972,649.3069,751.2844,552.8084,190.7956,1049.3066,488.9015,673.7330000000001,1271.0014,318.4669,264.5929
NDST1,1675.8879,1903.7301,1294.2054,1972.5841,2904.0929,1030.5369,4003.8320000000003,1010.4074,1688.4003,1768.9674,3932.9337,2904.796,2369.1020000000003,3204.0163,9735.9014,5981.7871,9667.5934,8553.3935,10628.9199,4870.9677
NDST2,532.6817,702.5096,492.4148,687.9994,660.9652,759.7315,512.2146,350.3139,664.1395,366.6483,635.8187,542.5740000000001,475.2213,524.206,680.4314,775.185,837.4216,681.0631,618.4669,733.1029
NDST3,1.7454,0.6439,1.6580000000000001,3.5896,1.2217,3.6913,0.0,2.9528,0.7582,0.4417,1.4987,0.7298,1.0776,1.9272,2.4653,1.7075,2.8468,0.9492,2.439,1.1521
NDST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5163,1.3252,0.0,0.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384
NDUFA10,1498.211,1580.8075,1759.0981,1486.5574,1864.3861,1714.7651,1492.5754,1748.8853,1407.8848,1194.2573,1372.7988,1268.3169,1226.8468,1513.8375,1310.0154,1389.2999,1162.901,1071.6659,1114.9826,1058.7558
NDUFA11,1442.3597,1358.9793,1361.8503,1135.9768,837.5076,1772.4832,1908.3506,1978.2939999999999,714.9356,2373.7162,2687.1487,2433.3732,3612.1128,2227.8754,1354.0832,1678.9983,1251.1506,1340.2943,1603.1359,1300.6336
NDUFA12,965.1802,830.3264,1167.8687,530.0587,567.5015,1119.7987,742.775,1167.7131,596.6641,1570.4031,720.4946,747.2707,929.4294,918.3241,518.6441,542.4018,470.6641,461.3194,486.7596,445.8525
NDUFA13,2839.3228,2476.4171,2278.153,2855.0254,2006.2798,2773.0302,2990.8989,2952.2258,1103.3813,5156.7134,3277.4035,3385.95,4550.3192,3426.6112,1833.1002,2249.1064,1765.3511,1916.0702,2308.3484,1941.0561
NDUFA1,1753.3816,968.1239,1142.9993,890.2114,828.9554,1534.8993,1322.6888,1176.0348,1115.2388,4967.8631,1544.7733,1762.3621,1847.0051,1902.1739,921.4176,1031.8725,890.5611,872.3303,1025.7839999999999,963.9017
NDUFA2,1495.4184,791.3696,899.2788,700.2039,800.8552,1008.3893,1110.0112,1286.9004,427.5967,1779.7902,1363.0573,1521.1775,2000.5629999999999,1631.3984,779.0447,991.4627,657.6013,707.1666,850.1742,658.6022
NDUFA3,557.8148,433.9977,538.5062,640.6172,467.9291,916.443,1140.0287,662.5094,323.7301,620.6516,877.4822,987.3606,1016.1761,973.2501,540.5239,473.5344,444.0944,532.5107,631.7073,580.2611
NDUFA4,3587.7476,1863.1636,3194.5619,4082.2895,3294.4411,5241.2752,4872.4254,6647.1064,2994.6929,3953.175,5236.7928,5583.3674,7336.8346,6314.5621,2617.2573,2856.5737,2526.973,2458.4718,2979.4425,2411.2903
NDUFA4L2,164.0632,193.174,248.6944,576.9623,397.6787,221.1409,786.2047,132.8777,420.0152,304.1414,1135.2567,514.1135,1477.9274,760.2914,981.2018,382.4701,636.2506,694.8268,506.2718,450.8449
NDUFA5,948.0757,837.7314,1476.2497,887.1005,1070.2505,698.3221,991.2183,770.6907,1714.1774,1095.3065,1482.5777,1394.5648,1633.6405,1649.7071,1016.0247,916.3347,854.5021,794.0199,922.6481,740.3994
NDUFA6,771.7951,870.8929,998.7565,984.258,628.5889,956.3758,909.4683,1028.6613,761.9409,2855.2181,1328.9622,1487.9736,1779.6552,1852.066,791.6795,778.0307,763.8803,739.44,856.446,776.1137
NDUFA7,484.8591,364.1331,441.01800000000003,221.8349,353.6958,518.7919,777.9019999999999,866.2552,341.1676,863.6113,810.4159,819.5166,870.7002,839.3077,416.9492,565.1679,404.7142,443.2843,526.1324,506.9124
NDUFA8,622.7419,631.0352,661.8586,587.731,671.9609,761.0738,532.6521,1012.2865,1028.8097,2089.2325,744.4736,847.6122,936.9726,988.6679,632.9738,605.5777,565.5561,499.2881,580.1394,521.5054
NDUFA9,1356.8374,707.3389,1066.4014,1120.9006,869.8839,1698.9933,991.2183,4608.3061,777.1039,1757.4821,1227.0513,1247.1539,1706.3784,1515.7647,863.4823,911.7814,761.0336,745.6099,786.4111,1006.5284
NDUFAB1,1302.3824,988.4071,1112.1612,974.6858,771.5333,952.3489999999999,1528.3411,1987.7967,569.3707,1869.0226,950.1686,973.4952,1418.1206,1218.008,620.0308,673.3068,517.1612,476.0323,682.23,592.9339
NDUFAF1,242.9531,234.7065,288.1539,199.81900000000002,294.4411,141.9463,231.8378,221.4628,322.2138,167.2004,367.9281,369.6217,362.6122,429.7718,263.1741,273.7621,226.3173,208.8277,263.4146,251.9201
NDUFAF2,298.8044,153.2514,193.9816,112.7123,125.2291,160.0671,185.2148,365.3466,45.489,131.1982,168.2278,171.1279,220.3691,201.3953,105.0847,85.3728,85.4028,106.7869,90.9408,84.8694
NDUFAF3,787.1542,367.3526,1374.4508,888.297,888.2101,1073.4899,1101.7084,1431.5895,1809.7043,983.545,1847.8831,1487.6087,1810.3668,1287.3882,1353.1587,1306.7729,1082.2429,1268.6284,1444.9477,1324.1167
NDUFAF4,116.9387,191.5643,153.5273,140.4715,146.6097,311.745,134.7597,182.0022,178.1653,434.2352,240.9142,240.0899,346.4482,244.7579,193.2203,180.4212,146.1336,130.9919,147.3868,199.3088
NDUFB10,1327.8646,1145.2001,1140.3465,1051.0238,1011.6066,1159.0604,1959.4444,1862.1669,730.0986,2063.3904,1651.9296,1405.5111,1742.4779999999998,1206.4447,1023.1125,1117.2453,989.2487,965.8282,1030.3136,918.5868
NDUFB11,1396.6315,1311.6517,1829.0641,1297.0285,1166.7685,2371.1409,2166.3739,1667.0112,1412.4337,3479.8454,1812.6639,1496.3658,2270.5017,2061.1702,1087.2111,1409.7894,1295.2753,1251.5425,1383.2753,1140.937
NDUFB1,895.0169999999999,394.397,621.7359,861.0163,495.4184,924.1611,1039.7573,887.462,291.1296,1600.8835,1086.5493,1301.8857,1417.5818,1101.4107,527.2727,526.4656,444.5689,413.384,560.9756,488.4793
NDUFB2,1092.5875,753.691,1308.7855,1394.8967,913.8546,1418.443,1180.8909,1246.3579,803.6391,2151.0613,1835.1405,1768.9262,2943.4624,2127.6403,1094.2989,1331.8099,1101.2165,1040.337,1421.5958,1175.8794
NDUFB3,735.1427,358.9817,714.9134,830.1461,570.5559,808.3893,382.5643,1274.8206,658.0743,1086.2507,721.6186,785.2181,1077.5993,1083.1021,399.6918,476.3802,368.6553,342.6673,409.4077,402.8418
NDUFB4,1621.4329,1275.5925,1963.0274,1736.6302,1803.2987,1436.5772,1358.4544,2306.4348,1907.5057,5203.534000000001,1579.6178,1739.3747,1896.0359,1907.9556,1133.1279,1188.9585,1094.1044,1005.2207,1103.1359,1003.8402
NDUFB5,1240.9460000000001,688.6654,1402.3046,1189.5809,1013.4392,2160.0671,922.8804,2599.0342,1255.4966,6210.0497,1691.6448,1906.8539,2381.4944,2399.3987,919.8767,1021.6278,908.5906,751.3052,920.9059,747.6959
NDUFB6,936.5564,534.1262,655.8899,550.3995,486.8662,1179.8658,1080.6323,574.1927,532.2214,1729.8729999999998,897.7145,964.7382,1416.5042,1234.3895,559.0139,590.2106,499.6062,515.8994,604.5296,534.5622
NDUFB7,1164.8486,1093.687,1159.2473,833.0178,583.3842,1261.745,1299.6966,1466.4866,485.9742,3137.0514,1948.2952,1820.0128,2496.7975,1538.8915,1126.0401,1234.4906,954.6132,976.7442,1101.7422,946.2366
NDUFB8,1108.1246,1060.6929,1340.1542,1376.7120000000002,1230.8797,2535.8557,1610.4231,1797.6152,1212.282,1148.9564,2100.9966,2072.0963,2487.0991,2088.1514,1215.5994,1454.0467,1192.792,1195.0641,1384.5261,1356.0061
NDUFB9,2457.1079999999997,2169.3766,2453.1311,1508.8175,1657.2999,4029.198,5137.4741,5258.1988,1423.8059,4351.8498,3056.5755,3196.6986,3508.1244,3514.3,1529.7381,1811.6107,1500.7164,1547.6981,1775.9582,1680.4916
NDUFC1,571.7776,503.5403,689.3808,538.6736,541.234,981.2081,931.8218,657.4091,800.6065,1636.6648,805.9198,818.422,978.4601,808.4721,547.9199,585.0882,469.7152,489.3213,542.1603,457.7573
NDUFC2,1927.2188,1438.8246,1362.1819,1506.1803,1282.8345,3092.953,1603.7043,1405.8192,1425.3222,2994.3678,2002.6227,1913.7866,2717.1666,2427.3435,1390.1387,1536.1411,1297.6476,1168.0114,1396.8641,1297.619
NDUFS1,1331.0062,1453.6346,1557.4898,1080.4582,1572.9994,1829.8658,1155.3569,2084.7035,2984.0788,2224.8482,1019.8576,1009.6182,991.9301,1274.8612,950.3852,937.9624,873.955,900.8068,948.7805,1127.1121
NDUFS2,2682.2585,2200.2523,2478.6537,3696.7705,2889.4319,2275.8389,1613.2844,3281.1397,2266.1107,3209.7184,1557.1375,1571.1659,1294.1967,1680.5427,1451.4638,1526.4656,1463.2341,1373.0422,1520.9059,1720.0461
NDUFS3,1403.9689,1144.7783,1438.1895,1017.1695,1012.1747,1460.557,1222.1236,1652.0805,1123.2904,2522.7499,1634.5410000000002,1740.7284,1751.1904,1795.2320000000002,966.7273,1360.9846,996.1379,842.2829,1075.2613,1078.8518
NDUFS4,758.5304,339.0204,773.6052,564.7578,419.0593,479.5302,876.2574,1041.0095,304.7763,490.3368,733.2334,720.2697,807.1219,917.3605,521.4176,417.1884,483.4746,438.0636,466.899,429.3395
NDUFS5,1847.2816,1641.9793,1317.0853,1430.5602,1466.7074,2223.8255,1500.8782,1900.2854,898.4079,2484.1524,1600.9741,1988.2217,2252.7213,2101.6420000000003,1574.114,1321.0017,1443.7813,1038.4433,1458.1882,1319.1244
NDUFS6,1294.7029,574.3708,678.1066,1009.8635,549.7862,1614.4295,1016.1265,1712.3775,974.9810000000001,1910.7675,800.2997,768.0688,1195.0576,823.8899,689.9846,648.2641,531.8695,563.3602,742.5087,671.275
NDUFS7,752.1145,528.3149,505.1248,654.4131,390.9163,847.4799,843.8767,626.4284,350.0986,1444.3843,1287.6958,1242.509,1194.5996,913.1109,830.0277,970.4269,696.4548,990.3275,1013.9652,854.5238
NDUFS8,1335.5441,662.9089,1036.5581,1045.9984,985.9499,2024.4966,1274.7884,1741.6374,965.1251,2114.4119,1383.6643,1337.2789,1682.6713,1343.2778,874.5763,1188.9585,914.2841,1122.4489999999998,1132.0557,989.6313
NDUFV1,2315.7344,1467.1568,1762.414,1610.7562,2676.237,2907.7181,2092.288,2192.3479,2260.0455,2674.9862,2104.9082,1886.0558,1894.4195,1663.1977,1820.339,2107.0006,1685.7558,1932.6056,1959.2334,1888.6329
NDUFV2,1221.049,1213.7769,1096.2447,1465.9772,1708.0024,1519.4631,1822.13,2981.5609,1492.7976,1016.8967,1702.5103,2046.6023,1963.3859,2208.6031,973.8059,1277.177,1046.6584,1033.2226,1185.0174,1264.5929
NDUFV3,741.0769,464.5836,742.7671,446.0629,604.7648,699.6644,788.1207,738.7463,382.8658,753.3959,646.3095,731.5809,573.8216,635.9852,580.5855,551.5083,543.2565,469.8624,530.3136,551.0753
NEAT1,60641.9408,6199.9206,6209.4006,8547.4657,35962.7367,4368.7919,2184.8954,7477.1222,5122.0622,3584.9807,2766.2046,7011.8658,1379.3271,1983.1175,3825.2696,6991.4627,5379.4255,7222.1168,6265.8537,4375.9601
NEB,9.0758,7.405,3.6475,118.9342,15.2718,23.4899,58.1191,6.4426,72.7824,4.8592,4.4961,7.2976,4.3104,3.8545,17.5655,6.8298,7.5914,34.1718,5.9233,4.2243
NEBL,1712.1913,215.71099999999998,4304.4019,2191.0688,3130.7269,1546.6443,16.6055,782.2336,727.066,991.4964,3240.9142,2546.1206,2313.6056,2745.3361,3828.0431,2756.403,3070.704,4131.4665,3020.9059,1923.1951
NECAB1,9.4249,27.0444,61.3446,44.5106,116.6768,10.0671,50.4551,13.422,15.9212,429.376,349.9438,189.3718,383.6253,879.7795,443.1433,336.93800000000005,237.2299,451.3526,371.777,243.8556
NECAB2,1.7454,1.9317,2.6527,0.9572,4.2761,36.9128,0.6387,103.6178,0.0,1198.233,0.7493,1.0946,3.7716,3.8545,1.2327,1.1383,3.7957,7.5937,1.0453,3.0722
NECAB3,419.2338,365.0989,303.0755,419.0216,2197.3122,707.3826,555.6443,603.1842,1679.3025,1252.7885,1151.7422,1049.025,553.3472,1504.2014,713.4052,972.1116,650.4844,927.8595,988.5017,763.8249
NECAP1,993.4549,472.3105,782.2266,875.3746,1070.8613,1172.1477,623.3434,3349.3234,1349.5072,677.8575,949.7939,1122.3656,807.6607,881.7068,744.53,766.6477,672.784,703.8443,703.4843,714.6697
NECAP2,1911.5106,2136.5048,1832.38,2093.1934,1453.2682,2311.0738,1300.3353,2970.8233,802.1228,1866.3722,3544.3987,3919.8873,3724.1831,3044.0564,2546.379,3043.8247,2660.7707,2348.3626,2495.1220000000003,2533.7942
NEDD1,548.739,445.9101,851.1979,396.0484,371.4111,526.1745,500.7185,463.0587,444.276,569.8509,365.68,307.2275,412.7205,434.5899,423.4206,309.6187,350.1514,279.5444,308.3624,306.0676
NEDD4,350.1178,451.3833,617.0936,318.0352,210.7514,391.2752,66.4218,317.8327,789.2343,470.9001,354.4399,216.3728,408.4101,312.2109,510.0154,211.1554,344.4578,381.1106,344.9477,230.4147
NEDD4L,2284.6671,1722.1465,974.5503,2285.1153,9959.0715,1217.4497,7518.4416,940.0762,5918.8779,1541.6897,3165.2304,3085.4107,1817.91,3019.0025,4224.9615,2800.7968,3661.4065,3842.43,3990.9408,4177.8034
NEDD8,2264.4210000000003,1576.944,2450.1368,2053.9475,1744.6549,3093.9597,4453.4568,3306.373,952.2365,2616.8967,2318.4713,2283.7731,3017.278,2558.395,1585.5162,1784.8606,1516.3736,1429.5206,1702.7875,1498.4639
